39	-1.18	-0.41	1.21	-0.08	-0.01	0.01
40	-1.24	-0.18	1.25	-0.09	-0.01	0.01
41	-1.20	-0.19	1.32	-0.09	-0.02	0.00
42	-1.21	0.06	1.28	-0.09	-0.02	0.00
43	-1.21	0.22	1.07	-0.08	-0.02	0.00
44	-1.23	-0.05	1.03	-0.08	-0.01	0.00
45	-1.19	-0.18	1.01	-0.08	-0.01	0.01
46	-1.04	-0.30	0.92	-0.08	-0.01	0.01
47	-0.74	-0.32	0.72	-0.07	-0.01	0.01
48	-0.23	-0.23	0.39	-0.07	-0.00	0.01
49	0.52	-0.02	-0.08	-0.07	-0.00	0.01
50	-1.16	0.46	1.01	-0.09	-0.02	0.00
51	0.30	-0.04	0.01	-0.06	-0.00	0.01
52	-0.42	-0.19	0.40	-0.07	-0.00	0.01
53	-0.87	-0.21	0.66	-0.07	-0.01	0.01
54	-1.13	-0.13	0.79	-0.07	-0.01	0.01
55	-1.21	0.02	0.85	-0.07	-0.01	0.00
56	-1.22	0.24	0.84	-0.08	-0.01	0.00
57	-1.18	0.54	0.79	-0.08	-0.02	0.00
58	-1.08	0.78	0.73	-0.08	-0.02	0.00
59	-0.96	0.63	0.54	-0.08	-0.02	0.00
60	0.13	-0.04	0.06	-0.06	-0.00	0.01
61	-0.50	-0.14	0.37	-0.06	-0.00	0.01
62	-0.91	-0.12	0.55	-0.06	-0.01	0.01
63	-1.13	-0.02	0.64	-0.07	-0.01	0.00
64	-1.22	0.16	0.66	-0.07	-0.01	0.00
65	-1.23	0.40	0.62	-0.07	-0.01	0.00
66	-1.16	0.66	0.53	-0.07	-0.01	0.00
67	-1.05	0.75	0.54	-0.07	-0.02	0.00
68	-1.00	1.04	0.45	-0.07	-0.02	0.00
69	-0.99	0.94	0.26	-0.07	-0.01	-0.00
70	-1.10	0.67	0.32	-0.07	-0.01	0.00
71	-1.16	0.46	0.40	-0.06	-0.01	0.00
72	-1.17	0.24	0.46	-0.06	-0.01	0.00
73	-1.10	0.07	0.48	-0.06	-0.01	0.00
74	-0.90	-0.04	0.44	-0.06	-0.01	0.00
75	-0.55	-0.08	0.31	-0.05	-0.00	0.01
76	-0.01	-0.04	0.08	-0.05	-0.00	0.01
77	-0.90	1.19	0.18	-0.07	-0.02	-0.00
78	-0.92	1.00	0.01	-0.06	-0.01	-0.00
79	-1.01	0.76	0.10	-0.06	-0.01	-0.00
80	-1.08	0.53	0.19	-0.06	-0.01	-0.00
81	-1.11	0.33	0.27	-0.05	-0.01	0.00
82	-1.06	0.15	0.33	-0.05	-0.01	0.00
83	-0.90	0.02	0.34	-0.05	-0.01	0.00
84	-0.61	-0.05	0.27	-0.05	-0.00	0.00
85	-0.14	-0.03	0.10	-0.04	-0.00	0.01
86	-0.82	1.22	-0.06	-0.06	-0.01	-0.00
87	-0.84	0.99	-0.19	-0.05	-0.01	-0.00
88	-0.92	0.75	-0.11	-0.05	-0.01	-0.00
89	-0.98	0.55	-0.00	-0.05	-0.01	-0.00
90	-1.02	0.36	0.09	-0.04	-0.01	-0.00
91	-0.99	0.19	0.18	-0.04	-0.01	0.00
92	-0.87	0.05	0.23	-0.04	-0.00	0.00
93	-0.63	-0.02	0.22	-0.04	-0.00	0.00
94	-0.23	-0.03	0.10	-0.04	-0.00	0.00
95	-0.74	1.14	-0.26	-0.05	-0.01	-0.00
96	-0.64	0.93	-0.30	-0.04	-0.01	-0.00
97	-0.31	-0.02	0.10	-0.03	-0.00	0.00
98	-0.60	-0.00	0.17	-0.03	-0.00	0.00
99	-0.78	0.07	0.14	-0.03	-0.00	-0.00
100	-0.88	0.18	0.06	-0.03	-0.01	-0.00
101	-0.91	0.32	-0.04	-0.03	-0.01	-0.00
102	-0.90	0.47	-0.14	-0.04	-0.01	-0.00
103	-0.86	0.64	-0.25	-0.04	-0.01	-0.00
104	-0.80	0.74	-0.38	-0.04	-0.01	-0.00
105	-0.69	0.85	-0.37	-0.04	-0.01	-0.00
106	-0.71	1.02	-0.44	-0.04	-0.01	-0.00
107	-0.66	0.69	-0.51	-0.03	-0.01	-0.00
108	-0.73	0.57	-0.45	-0.03	-0.01	-0.00
109	-0.77	0.46	-0.35	-0.03	-0.01	-0.00
110	-0.78	0.34	-0.25	-0.02	-0.00	-0.00
111	-0.78	0.23	-0.13	-0.02	-0.00	-0.00
112	-0.75	0.14	-0.02	-0.02	-0.00	-0.00
113	-0.67	0.06	0.08	-0.02	-0.00	-0.00
114	-0.55	0.01	0.13	-0.02	-0.00	-0.00
115	-0.37	-0.01	0.09	-0.02	-0.00	0.00
116	-0.61	0.81	-0.55	-0.03	-0.01	-0.00
117	-0.44	-0.01	0.09	-0.01	-0.00	0.00
118	-0.51	0.01	0.10	-0.01	-0.00	-0.00
119	-0.57	0.05	0.03	-0.01	-0.00	-0.00
120	-0.62	0.10	-0.09	-0.01	-0.00	-0.00
121	-0.64	0.16	-0.21	-0.01	-0.00	-0.00
122	-0.66	0.24	-0.34	-0.01	-0.00	-0.00
123	-0.65	0.31	-0.45	-0.01	-0.00	-0.00
124	-0.63	0.39	-0.54	-0.01	-0.00	-0.00
125	-0.60	0.46	-0.61	-0.01	-0.00	-0.00
126	-0.57	0.53	-0.65	-0.01	-0.00	-0.00
127	-0.54	0.20	-0.66	-0.00	-0.00	-0.00
128	-0.54	0.17	-0.59	-0.00	-0.00	-0.00
129	-0.54	0.14	-0.50	0.00	0.00	-0.00
130	-0.52	0.11	-0.39	0.00	0.00	-0.00
131	-0.50	0.08	-0.26	0.00	0.00	-0.00
132	-0.47	0.05	-0.12	0.00	0.00	-0.00
133	-0.45	0.03	0.00	0.00	0.00	-0.00
134	-0.46	0.01	0.08	0.00	0.00	-0.00
135	-0.50	0.00	0.08	0.00	-0.00	-0.00
136	-0.53	0.23	-0.70	-0.00	-0.00	-0.00
137	-0.48	-0.07	-0.67	0.01	0.00	-0.00
138	-0.45	-0.06	-0.60	0.01	0.00	-0.00
139	-0.42	-0.04	-0.51	0.01	0.00	-0.00
140	-0.38	-0.03	-0.40	0.01	0.00	-0.00
141	-0.35	-0.02	-0.26	0.02	0.00	-0.00
142	-0.32	-0.00	-0.13	0.02	0.00	-0.00
143	-0.33	0.01	-0.00	0.02	0.00	-0.00
144	-0.41	0.01	0.08	0.02	0.00	-0.00
145	-0.57	0.01	0.07	0.02	0.00	-0.00
146	-0.49	-0.08	-0.71	0.01	0.00	-0.00
147	0.46	-0.83	0.37	-0.07	-0.00	0.02
148	2.59	0.65	-1.44	-0.07	0.00	0.02
149	1.38	-0.17	-0.51	-0.07	-0.00	0.02
150	0.66	-0.83	0.13	-0.07	-0.00	0.02
151	0.14	-1.09	0.53	-0.08	-0.00	0.02
152	-0.28	-1.62	0.90	-0.08	-0.01	0.02
153	0.74	-0.58	-0.14	-0.07	-0.00	0.02
154	1.73	0.12	-0.74	-0.07	-0.00	0.02
155	2.72	0.84	-1.68	-0.07	0.00	0.02
156	0.10	-1.17	0.29	-0.07	-0.00	0.02
157	3.16	1.62	-2.01	-0.06	-0.00	0.02
158	3.11	1.65	-2.36	-0.06	-0.00	0.02
159	1.29	0.27	-0.78	-0.06	-0.00	0.02
160	2.39	0.78	-1.49	-0.06	-0.00	0.02
161	0.40	-0.50	-0.47	-0.06	-0.00	0.03
162	3.57	1.61	-2.06	-0.06	-0.00	0.02
163	1.86	0.99	-1.69	-0.06	-0.00	0.02
164	0.82	0.32	-1.21	-0.06	-0.00	0.03
165	2.42	1.38	-2.03	-0.05	-0.00	0.02
166	1.21	1.25	-1.59	-0.05	-0.00	0.03
167	2.11	1.44	-1.73	-0.04	-0.01	0.02
168	2.36	2.04	-1.97	-0.04	-0.01	0.02
169	1.14	1.64	-1.59	-0.04	-0.01	0.02
170	0.74	0.70	-1.00	-0.02	-0.01	0.02
171	1.33	1.18	-0.93	-0.03	-0.01	0.02
172	-0.66	0.01	0.05	0.03	0.00	-0.00
173	-0.36	0.01	0.08	0.03	0.00	-0.00
174	-0.22	-0.01	0.02	0.03	0.00	-0.00
175	-0.18	-0.05	-0.10	0.03	0.00	-0.00
176	-0.20	-0.10	-0.23	0.03	0.01	-0.00
177	-0.25	-0.16	-0.36	0.03	0.01	-0.00
178	-0.31	-0.22	-0.48	0.03	0.01	-0.00
179	-0.36	-0.27	-0.57	0.03	0.01	-0.00
180	-0.41	-0.33	-0.64	0.03	0.01	-0.00
181	-0.45	-0.38	-0.68	0.03	0.01	-0.00
182	-0.76	0.02	0.03	0.04	0.00	-0.00
183	-0.34	0.02	0.10	0.04	0.00	-0.00
184	-0.13	-0.02	0.06	0.04	0.00	-0.00
185	-0.05	-0.08	-0.03	0.04	0.01	-0.00
186	-0.06	-0.17	-0.16	0.04	0.01	-0.00
187	-0.12	-0.26	-0.28	0.04	0.01	-0.00
188	-0.19	-0.36	-0.40	0.04	0.01	-0.00
189	-0.27	-0.46	-0.49	0.04	0.01	-0.00
190	-0.34	-0.55	-0.56	0.04	0.01	-0.00
191	-0.40	-0.64	-0.61	0.04	0.01	-0.00
192	-0.89	0.04	-0.01	0.05	0.00	0.00
193	-0.36	0.04	0.13	0.05	0.00	-0.00
194	-0.05	-0.01	0.13	0.05	0.01	-0.00
195	0.07	-0.09	0.05	0.05	0.01	-0.00
196	0.07	-0.20	-0.05	0.05	0.01	-0.00
197	0.01	-0.33	-0.17	0.05	0.01	-0.00
198	-0.08	-0.46	-0.28	0.05	0.01	-0.00
199	-0.18	-0.60	-0.38	0.05	0.01	-0.00
200	-0.27	-0.73	-0.45	0.05	0.01	-0.00
201	-0.35	-0.85	-0.51	0.05	0.01	-0.00
202	-1.05	-0.04	-0.03	0.06	0.00	0.00
203	-0.40	0.07	0.14	0.06	0.00	-0.00
204	-0.00	0.03	0.19	0.06	0.01	-0.00
205	0.15	-0.08	0.16	0.06	0.01	-0.00
206	0.17	-0.21	0.08	0.06	0.01	-0.00
207	0.12	-0.35	-0.02	0.06	0.01	-0.00
208	0.02	-0.51	-0.13	0.06	0.01	-0.00
209	-0.09	-0.68	-0.23	0.06	0.01	-0.00
210	-0.20	-0.84	-0.31	0.06	0.01	-0.00
211	-0.29	-0.99	-0.37	0.06	0.01	-0.00
212	-0.95	0.03	-0.02	0.07	0.00	0.00
213	-1.31	0.01	-0.07	0.06	0.00	0.00
214	-0.63	0.00	-0.02	0.06	0.00	0.00
215	-0.22	0.08	0.23	0.07	0.01	-0.00
216	0.13	0.01	0.28	0.07	0.01	-0.00
217	0.25	-0.11	0.24	0.07	0.01	-0.00
218	0.23	-0.27	0.17	0.07	0.01	-0.00
219	0.14	-0.46	0.07	0.07	0.01	-0.00
220	0.02	-0.65	-0.03	0.07	0.02	-0.01
221	-0.11	-0.85	-0.12	0.07	0.02	-0.01
222	-0.23	-1.04	-0.20	0.07	0.02	-0.01
223	-0.02	-0.78	0.09	0.08	0.02	-0.01
224	0.11	-0.55	0.18	0.08	0.02	-0.01
225	0.24	-0.33	0.28	0.08	0.02	-0.00
226	0.31	-0.14	0.35	0.08	0.01	-0.00
227	0.27	0.02	0.39	0.08	0.01	-0.00
228	0.05	0.12	0.36	0.07	0.01	-0.00
229	-0.50	0.11	0.17	0.07	0.00	0.00
230	-1.42	0.08	-0.14	0.07	-0.00	0.00
231	-0.15	-1.00	0.01	0.08	0.02	-0.01
232	-1.67	0.04	-0.27	0.07	-0.00	0.00
233	-0.66	0.16	0.17	0.08	0.00	0.00
234	-0.03	0.19	0.42	0.08	0.01	-0.00
235	0.27	0.13	0.51	0.08	0.01	-0.00
236	0.34	-0.00	0.52	0.08	0.01	-0.00
237	0.30	-0.19	0.47	0.08	0.02	-0.00
238	0.19	-0.40	0.40	0.08	0.02	-0.01
239	0.05	-0.63	0.31	0.08	0.02	-0.01
240	-0.08	-0.86	0.23	0.08	0.02	-0.01
241	-1.97	-0.15	-0.37	0.08	-0.00	0.00
242	-0.86	0.20	0.11	0.08	0.00	0.00
243	-0.15	0.32	0.43	0.08	0.01	0.00
244	0.20	0.26	0.61	0.08	0.01	-0.00
245	0.33	0.16	0.67	0.08	0.01	-0.00
246	0.33	0.00	0.66	0.09	0.01	-0.00
247	0.24	-0.19	0.61	0.09	0.02	-0.00
248	0.11	-0.40	0.54	0.09	0.02	-0.01
249	-0.01	-0.63	0.47	0.09	0.02	-0.01
250	-1.73	-0.05	-0.37	0.08	-0.00	0.01
251	0.17	-0.08	0.77	0.09	0.02	-0.01
252	0.27	0.12	0.81	0.09	0.02	-0.00
253	0.32	0.28	0.82	0.09	0.01	-0.00
254	0.25	0.37	0.75	0.09	0.01	-0.00
255	-0.06	0.39	0.62	0.08	0.01	0.00
256	-0.68	0.32	0.29	0.08	0.00	0.00
257	-1.30	0.00	-0.30	0.08	-0.00	0.00
258	-2.41	-0.07	-0.49	0.08	-0.00	0.01
259	0.05	-0.30	0.71	0.09	0.02	-0.01
260	-2.54	0.02	-0.69	0.08	-0.00	0.01
261	-1.26	0.23	0.00	0.08	-0.00	0.00
262	-0.36	0.47	0.52	0.08	0.00	0.00
263	0.07	0.57	0.77	0.08	0.01	0.00
264	0.25	0.54	0.92	0.09	0.01	-0.00
265	0.27	0.44	0.97	0.09	0.01	-0.00
266	0.20	0.28	0.96	0.09	0.02	-0.00
267	0.10	0.09	0.93	0.09	0.02	-0.01
268	0.18	0.65	1.11	0.09	0.02	-0.00
269	0.20	0.74	1.07	0.09	0.01	-0.00
270	0.13	0.76	0.97	0.08	0.01	-0.00
271	-0.12	0.71	0.76	0.08	0.01	0.00
272	-0.63	0.59	0.39	0.08	0.00	0.00
273	-1.55	0.23	-0.16	0.08	-0.00	0.00
274	-2.94	-0.34	-0.88	0.08	-0.00	0.01
275	0.11	0.52	1.11	0.09	0.02	-0.00
276	-2.58	-0.25	-0.96	0.07	-0.01	0.01
277	0.11	1.02	1.18	0.09	0.01	-0.00
278	0.06	1.01	1.08	0.08	0.01	-0.00
279	-0.11	0.93	0.87	0.08	0.01	0.00
280	-0.56	0.71	0.58	0.08	0.00	0.00
281	-1.37	0.44	0.04	0.08	-0.00	0.00
282	-2.11	-0.12	-0.81	0.07	-0.00	0.01
283	-3.49	-0.32	-1.15	0.07	-0.01	0.01
284	0.09	0.97	1.22	0.09	0.02	-0.00
285	-3.62	-0.47	-1.33	0.07	-0.01	0.01
286	-2.09	0.11	-0.52	0.07	-0.00	0.01
287	-1.00	0.73	0.22	0.07	-0.00	0.00
288	-0.46	1.00	0.68	0.08	0.00	0.00
289	-0.14	1.20	0.98	0.08	0.01	0.00
290	-0.01	1.32	1.15	0.08	0.01	-0.00
291	0.02	1.37	1.25	0.08	0.01	-0.00
292	-3.06	-0.61	-1.39	0.06	-0.01	0.01
293	-0.22	1.51	1.00	0.07	0.01	0.00
294	-0.44	1.26	0.72	0.07	0.00	0.00
295	-0.98	0.85	0.36	0.07	-0.00	0.00
296	-1.88	0.41	-0.30	0.07	-0.00	0.01
297	-2.62	-0.35	-1.30	0.07	-0.01	0.01
298	-4.25	-0.53	-1.71	0.07	-0.01	0.01
299	-0.10	1.70	1.16	0.08	0.01	-0.00
300	-4.26	-0.84	-1.90	0.06	-0.01	0.01
301	-2.64	-0.12	-1.00	0.06	-0.01	0.01
302	-1.46	0.69	-0.16	0.06	-0.00	0.01
303	-0.87	1.15	0.37	0.07	0.00	0.00
304	-0.47	1.54	0.73	0.07	0.00	0.00
305	-0.27	1.87	0.94	0.07	0.01	0.00
306	-3.52	-1.06	-1.92	0.05	-0.01	0.01
307	-0.80	1.38	0.26	0.06	0.00	0.00
308	-1.41	0.77	-0.11	0.06	-0.00	0.01
309	-2.38	0.17	-0.82	0.06	-0.01	0.01
310	-3.11	-0.73	-1.88	0.06	-0.01	0.01
311	-4.89	-0.91	-2.33	0.06	-0.01	0.01
312	-0.51	1.87	0.57	0.06	0.00	0.00
313	-1.25	1.06	-0.28	0.05	-0.00	0.01
314	-1.85	0.43	-0.81	0.05	-0.00	0.01
315	-3.08	-0.53	-1.60	0.05	-0.01	0.01
316	-4.77	-1.32	-2.47	0.05	-0.01	0.01
317	-0.77	1.63	0.08	0.05	0.00	0.00
318	-3.58	-1.61	-2.52	0.04	-0.01	0.01
319	-1.78	0.41	-0.83	0.04	-0.00	0.01
320	-2.77	-0.17	-1.58	0.04	-0.01	0.01
321	-3.29	-1.23	-2.62	0.04	-0.01	0.01
322	-5.34	-1.38	-2.96	0.04	-0.01	0.01
323	-1.01	1.08	-0.56	0.05	0.00	0.01
324	-4.75	-1.49	-3.09	0.04	-0.01	0.01
325	-3.55	-1.16	-2.16	0.03	-0.01	0.01
326	-2.05	-0.36	-1.52	0.04	-0.00	0.01
327	-1.26	0.29	-1.25	0.04	-0.00	0.01
328	-5.06	-2.83	-3.97	0.03	-0.01	0.01
329	-5.04	-2.74	-3.31	0.03	-0.01	0.01
330	-4.10	-1.85	-2.87	0.03	-0.01	0.01
331	-2.56	-1.45	-2.19	0.03	-0.00	0.01
332	-1.39	-0.67	-2.03	0.03	-0.00	0.01
333	-5.38	-2.49	-3.21	0.02	-0.01	0.01
334	-3.05	-1.98	-2.98	0.02	-0.00	0.01
335	-1.68	-1.51	-2.67	0.02	-0.00	0.01
336	-2.01	-2.40	-2.75	0.02	-0.00	0.01
337	-3.49	-2.17	-3.05	0.02	-0.00	0.01
338	-3.16	-2.94	-2.65	0.02	-0.00	0.01
339	-2.78	-1.94	-2.32	0.01	-0.00	0.01
340	-1.66	-2.64	-2.45	0.01	-0.00	0.01
341	-1.87	-0.64	-1.29	0.01	0.00	0.01
342	-0.73	-0.97	-0.56	0.01	0.00	0.00
343	-0.22	-1.40	-0.95	-0.08	-0.01	-0.02
344	0.35	-0.82	-0.47	-0.08	-0.00	-0.02
345	1.17	-0.20	0.26	-0.07	-0.00	-0.02
346	2.28	0.41	1.11	-0.07	0.00	-0.02
347	-0.61	-1.75	-1.31	-0.09	-0.01	-0.02
348	1.50	0.31	0.63	-0.07	0.00	-0.02
349	-0.58	-1.34	-1.30	-0.09	-0.01	-0.01
350	-0.11	-1.03	-0.91	-0.08	-0.00	-0.02
351	0.53	-0.58	-0.31	-0.08	-0.00	-0.02
352	1.10	0.05	0.45	-0.08	0.00	-0.02
353	2.14	0.30	0.90	-0.07	0.00	-0.02
354	-0.88	-1.61	-1.58	-0.09	-0.01	-0.01
355	-0.88	-1.21	-1.49	-0.09	-0.01	-0.01
356	-0.57	-1.07	-1.19	-0.08	-0.01	-0.01
357	-0.13	-0.82	-0.74	-0.08	-0.00	-0.01
358	0.61	-0.37	-0.13	-0.08	-0.00	-0.02
359	1.66	0.31	0.64	-0.07	0.00	-0.02
360	-1.05	-1.27	-1.68	-0.09	-0.01	-0.01
361	-0.88	-1.15	-1.44	-0.09	-0.01	-0.01
362	1.35	0.10	0.46	-0.07	0.00	-0.02
363	0.38	-0.37	-0.29	-0.08	-0.00	-0.01
364	-0.32	-0.70	-0.83	-0.08	-0.00	-0.01
365	-0.78	-0.88	-1.20	-0.08	-0.01	-0.01
366	-1.00	-0.85	-1.41	-0.09	-0.01	-0.01
367	-1.08	-0.94	-1.58	-0.09	-0.01	-0.01
368	-1.16	-0.87	-1.66	-0.09	-0.01	-0.01
369	-1.20	-0.56	-1.45	-0.09	-0.01	-0.01
370	-1.07	-0.68	-1.31	-0.09	-0.01	-0.01
371	-0.86	-0.65	-1.13	-0.08	-0.01	-0.01
372	-0.49	-0.57	-0.82	-0.08	-0.00	-0.01
373	0.13	-0.34	-0.34	-0.08	-0.00	-0.01
374	1.03	0.05	0.31	-0.07	-0.00	-0.01
375	-1.22	-0.41	-1.49	-0.09	-0.02	-0.01
376	-1.06	-0.40	-1.23	-0.09	-0.01	-0.01
377	0.77	0.00	0.16	-0.07	-0.00	-0.01
378	-0.07	-0.30	-0.39	-0.07	-0.00	-0.01
379	-0.63	-0.45	-0.78	-0.08	-0.01	-0.01
380	-0.98	-0.50	-1.05	-0.08	-0.01	-0.01
381	-1.18	-0.41	-1.21	-0.08	-0.01	-0.01
382	-1.24	-0.18	-1.25	-0.09	-0.01	-0.01
383	-1.20	-0.19	-1.32	-0.09	-0.02	-0.00
384	-1.21	0.06	-1.28	-0.09	-0.02	-0.00
385	-1.21	0.22	-1.07	-0.08	-0.02	-0.00
386	-1.23	-0.05	-1.03	-0.08	-0.01	-0.00
387	-1.19	-0.18	-1.01	-0.08	-0.01	-0.01
388	-1.04	-0.30	-0.92	-0.08	-0.01	-0.01
389	-0.74	-0.32	-0.72	-0.07	-0.01	-0.01
390	-0.23	-0.23	-0.39	-0.07	-0.00	-0.01
391	0.52	-0.02	0.08	-0.07	-0.00	-0.01
392	-1.16	0.46	-1.01	-0.09	-0.02	-0.00
393	0.30	-0.04	-0.01	-0.06	-0.00	-0.01
394	-0.42	-0.19	-0.40	-0.07	-0.00	-0.01
395	-0.87	-0.21	-0.66	-0.07	-0.01	-0.01
396	-1.13	-0.13	-0.79	-0.07	-0.01	-0.01
397	-1.21	0.02	-0.85	-0.07	-0.01	-0.00
398	-1.22	0.24	-0.84	-0.08	-0.01	-0.00
399	-1.18	0.54	-0.79	-0.08	-0.02	-0.00
400	-1.08	0.78	-0.73	-0.08	-0.02	-0.00
401	-0.96	0.63	-0.54	-0.08	-0.02	-0.00
402	0.13	-0.04	-0.06	-0.06	-0.00	-0.01
403	-0.50	-0.14	-0.37	-0.06	-0.00	-0.01
404	-0.91	-0.12	-0.55	-0.06	-0.01	-0.01
405	-1.13	-0.02	-0.64	-0.07	-0.01	-0.00
406	-1.22	0.16	-0.66	-0.07	-0.01	-0.00
407	-1.23	0.40	-0.62	-0.07	-0.01	-0.00
408	-1.16	0.66	-0.53	-0.07	-0.01	-0.00
409	-1.05	0.75	-0.54	-0.07	-0.02	-0.00
410	-1.00	1.04	-0.45	-0.07	-0.02	-0.00
411	-0.99	0.94	-0.26	-0.07	-0.01	0.00
412	-1.10	0.67	-0.32	-0.07	-0.01	-0.00
413	-1.16	0.46	-0.40	-0.06	-0.01	-0.00
414	-1.17	0.24	-0.46	-0.06	-0.01	-0.00
415	-1.10	0.07	-0.48	-0.06	-0.01	-0.00
416	-0.90	-0.04	-0.44	-0.06	-0.01	-0.00
417	-0.55	-0.08	-0.31	-0.05	-0.00	-0.01
418	-0.01	-0.04	-0.08	-0.05	-0.00	-0.01
419	-0.90	1.19	-0.18	-0.07	-0.02	0.00
420	-0.92	1.00	-0.01	-0.06	-0.01	0.00
421	-1.01	0.76	-0.10	-0.06	-0.01	0.00
422	-1.08	0.53	-0.19	-0.06	-0.01	0.00
423	-1.11	0.33	-0.27	-0.05	-0.01	-0.00
424	-1.06	0.15	-0.33	-0.05	-0.01	-0.00
425	-0.90	0.02	-0.34	-0.05	-0.01	-0.00
426	-0.61	-0.05	-0.27	-0.05	-0.00	-0.00
427	-0.14	-0.03	-0.10	-0.04	-0.00	-0.01
428	-0.82	1.22	0.06	-0.06	-0.01	0.00
429	-0.84	0.99	0.19	-0.05	-0.01	0.00
430	-0.92	0.75	0.11	-0.05	-0.01	0.00
431	-0.98	0.55	0.00	-0.05	-0.01	0.00
432	-1.02	0.36	-0.09	-0.04	-0.01	0.00
433	-0.99	0.19	-0.18	-0.04	-0.01	-0.00
434	-0.87	0.05	-0.23	-0.04	-0.00	-0.00
435	-0.63	-0.02	-0.22	-0.04	-0.00	-0.00
436	-0.23	-0.03	-0.10	-0.04	-0.00	-0.00
437	-0.74	1.14	0.26	-0.05	-0.01	0.00
438	-0.64	0.93	0.30	-0.04	-0.01	0.00
439	-0.31	-0.02	-0.10	-0.03	-0.00	-0.00
440	-0.60	-0.00	-0.17	-0.03	-0.00	-0.00
441	-0.78	0.07	-0.14	-0.03	-0.00	0.00
442	-0.88	0.18	-0.06	-0.03	-0.01	0.00
443	-0.91	0.32	0.04	-0.03	-0.01	0.00
444	-0.90	0.47	0.14	-0.04	-0.01	0.00
445	-0.86	0.64	0.25	-0.04	-0.01	0.00
446	-0.80	0.74	0.38	-0.04	-0.01	0.00
447	-0.69	0.85	0.37	-0.04	-0.01	0.00
448	-0.71	1.02	0.44	-0.04	-0.01	0.00
449	-0.66	0.69	0.51	-0.03	-0.01	0.00
450	-0.73	0.57	0.45	-0.03	-0.01	0.00
451	-0.77	0.46	0.35	-0.03	-0.01	0.00
452	-0.78	0.34	0.25	-0.02	-0.00	0.00
453	-0.78	0.23	0.13	-0.02	-0.00	0.00
454	-0.75	0.14	0.02	-0.02	-0.00	0.00
455	-0.67	0.06	-0.08	-0.02	-0.00	0.00
456	-0.55	0.01	-0.13	-0.02	-0.00	0.00
457	-0.37	-0.01	-0.09	-0.02	-0.00	-0.00
458	-0.61	0.81	0.55	-0.03	-0.01	0.00
459	-0.44	-0.01	-0.09	-0.01	-0.00	-0.00
460	-0.51	0.01	-0.10	-0.01	-0.00	0.00
461	-0.57	0.05	-0.03	-0.01	-0.00	0.00
462	-0.62	0.10	0.09	-0.01	-0.00	0.00
463	-0.64	0.16	0.21	-0.01	-0.00	0.00
464	-0.66	0.24	0.34	-0.01	-0.00	0.00
465	-0.65	0.31	0.45	-0.01	-0.00	0.00
466	-0.63	0.39	0.54	-0.01	-0.00	0.00
467	-0.60	0.46	0.61	-0.01	-0.00	0.00
468	-0.57	0.53	0.65	-0.01	-0.00	0.00
469	-0.54	0.20	0.66	-0.00	-0.00	0.00
470	-0.54	0.17	0.59	-0.00	-0.00	0.00
471	-0.54	0.14	0.50	0.00	0.00	0.00
472	-0.52	0.11	0.39	0.00	0.00	0.00
473	-0.50	0.08	0.26	0.00	0.00	0.00
